COMPOUND_NAME	SACRI_PERIOD	DOSE_LEVEL	RBC(x10_4/ul)	Hb(g/dL)	Ht(%)	MCV(fL)	MCH(pg)	MCHC(%)	Ret(%)	Plat(x10_4/uL)	WBC(x10_2/uL)	Neu(%)	Eos(%)	Bas(%)	Mono(%)	Lym(%)	PT(s)	APTT(s)	Fbg(mg/dL)	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)
allopurinol	29 day	Middle	822	15.2	45.4	55.2	18.5	33.6	2.6	96.5	113	17	1	0	4	78	12.1	17.5	225	559	57	124	132	0.31	0	200	18	0.6	140	4.1	109	10.7	5.9	6	4	2	57	34	74	0
allopurinol	29 day	Middle	757	15.1	45.2	59.7	19.9	33.3	2.3	99.2	131	12	1	0	3	84	12.1	17.7	229	735	76	164	164	0.3	0.02	193	25	0.7	140	4.5	110	10.4	6.4	6.4	4	1.7	68	30	60	2
allopurinol	29 day	Middle	755	15	44.5	59	19.8	33.6	3	94.7	136	22	1	0	9	68	12.5	17.3	211	454	63	139	147	0.3	0.04	192	20	0.5	140	5	108	11.1	7.9	6.2	3.8	1.6	65	38	66	3
allopurinol	4 day	High	628	14.1	42.7	67.9	22.4	32.9	6	112.8	146	13	1	0	9	77	12.2	15.6	278	1172	67	84	131	0.14	0	186	22	0.6	139	4.6	105	11.2	7.7	6.1	3.9	1.8	65	32	88	1
allopurinol	4 day	High	647	14	41.8	64.7	21.6	33.4	5.2	121.5	97.7	16	1	0	8	75	12.3	16	377	664	93	48	145	0.26	0	186	36	0.8	140	4.7	104	11.3	6.3	6.2	3.9	1.7	60	26	268	5
allopurinol	4 day	High	622	13.5	39.9	64.2	21.8	34	3.8	115.9	131	30	1	0	33	36	13.5	15.3	454	715	82	26	124	0.29	0	185	55	1.1	137	5	98	11.9	7.2	6.4	3.6	1.3	48	21	77	6
allopurinol	4 day	High	654	14.2	43	65.8	21.8	33.1	5.4	123.3	146	6	0	0	6	88	12.5	16	336	684	95	52	158	0.3	0	190	29	0.7	139	4.5	104	11.4	10.2	6.4	3.8	1.5	70	34	227	4
allopurinol	4 day	High	661	14	41.7	63.1	21.1	33.5	5.4	106.2	92.3	15	1	0	9	75	12.2	16.2	396	956	98	29	152	0.33	0	213	34	0.8	140	5.4	101	11.5	8.6	6.3	3.9	1.6	63	25	167	5
allopurinol	8 day	High	635	13.5	40.6	63.9	21.2	33.1	4.5	125.2	91.9	18	1	0	13	68	12.6	16.4	247	801	76	108	146	0.18	0.03	206	26	0.6	141	4.6	106	11.6	5.7	6.1	3.9	1.8	64	30	66	1
allopurinol	8 day	High	752	15.1	45.3	60.3	20.1	33.3	1.6	120.5	203	18	1	0	5	77	13.1	15.5	367	726	88	55	146	0.17	0.05	182	48	0.9	142	4.7	105	10.8	4.9	6.3	3.9	1.6	59	17	152	5
allopurinol	8 day	High	643	13.9	42	65.4	21.6	33.1	2.2	121.8	188	10	1	0	2	88	12.9	16.6	288	564	78	30	127	0.36	0.03	182	42	0.8	141	4.5	105	10.5	6.2	6.1	3.7	1.5	59	27	71	3
allopurinol	15 day	High	694	13.8	41.7	60	19.9	33.2	3.5	33.7	156	34	1	0	7	58	12.9	15.8	381	584	86	178	161	0.38	0	184	54	0.9	138	4.4	104	11.2	5.7	6.2	3.4	1.2	61	32	66	4
allopurinol	15 day	High	734	14	41.6	56.7	19	33.5	1.6	154.1	301	42	1	0	6	52	12.9	15.7	459	601	94	92	170	0.21	0	154	77	1.1	142	5.1	107	12.1	4.4	6.2	3.1	1	62	25	239	8
allopurinol	15 day	High	742	14.7	43	57.9	19.7	34.1	1.7	135.1	127	46	1	0	3	50	12.6	16.6	417	640	79	109	147	0.26	0	172	51	0.9	138	4.2	103	10.5	5.1	6.2	3.4	1.2	60	27	62	5
allopurinol	15 day	High	795	16.4	49.5	62.3	20.7	33.2	0.3	66.8	241	46	1	0	15	39	14.3	15.9	392	529	107	107	147	0.23	0	173	104	1	143	4.6	106	8.8	5	5.7	3	1.1	70	11	198	8
allopurinol	15 day	High	660	12.9	38.4	58.3	19.6	33.6	3.4	121.6	222	34	1	0	4	61	13.7	16.3	421	689	90	48	149	0.29	0	202	45	0.9	140	4.1	105	10.8	5.3	6.3	3.4	1.2	61	22	189	5
allopurinol	29 day	High	693	13	39.1	56.4	18.7	33.2	4.1	118.2	429	22	0	0	3	74	13.3	16.3	327	500	97	82	155	0.22	0.03	172	76	1.4	142	4.7	103	11.3	5.2	6.3	3.8	1.5	64	23	87	5
allopurinol	29 day	High	703	13.3	39.1	55.6	18.9	34	4.6	115.4	292	11	0	0	2	86	12.5	15.9	278	423	77	96	143	0.24	0	158	29	0.7	140	4.5	105	11	5.7	6.2	3.8	1.6	74	38	201	3
allopurinol	29 day	High	728	14.2	42	57.7	19.5	33.8	4	116.8	286	23	1	0	1	75	12.4	14.1	335	462	130	63	194	0.29	0.02	156	87	1.4	142	4.7	104	11.9	5.6	6.6	3.8	1.4	68	29	97	4
allopurinol	29 day	High	730	14.3	42.9	58.8	19.6	33.3	2.7	121.2	370	28	1	0	7	64	13.6	15.1	338	543	89	75	158	0.24	0.01	168	53	1	142	5.2	108	11.2	4.5	6.2	3.5	1.3	69	29	218	3
amiodarone	4 day	Low	637	14.1	41.2	64.7	22.1	34.2	5.2	104.6	94.1	18	1	0	3	77	12.8	19.1	249	1183	71	98	139	0.15	0.1	212	15	0.4	140	3.6	101	10.8	6.7	5.8	3.6	1.6	68	35	165	2
amiodarone	4 day	Low	626	13.6	39.2	62.7	21.7	34.7	5.6	127.1	107.7	15	1	0	3	80	12.9	18.1	212	1393	64	55	128	0.13	0.08	190	18	0.4	142	3.7	105	10.5	7.9	5.7	3.6	1.7	77	46	239	2
amiodarone	4 day	Low	574	12.8	36.9	64.3	22.3	34.7	6.6	139.8	128.2	13	0	0	2	84	12.2	18.2	245	1140	83	120	156	0.15	0.1	197	16	0.4	139	4.3	103	11.2	7.2	5.6	3.4	1.5	70	35	200	2
amiodarone	4 day	Low	621	13.8	40	64.3	22.3	34.6	6.3	122.8	110.4	26	1	0	4	67	13.1	19.7	205	1002	70	71	148	0.12	0.07	200	17	0.4	141	3.7	103	10.6	7.6	5.7	3.2	1.3	72	35	259	1
amiodarone	4 day	Low	596	13.3	37.7	63.3	22.3	35.2	6.6	131.6	68.6	11	1	0	3	83	12.8	17.1	228	1081	76	100	150	0.13	0.09	201	19	0.3	140	3.6	104	10.6	8.2	5.5	3	1.2	68	43	213	1
amiodarone	8 day	Low	609	12.7	37.8	62.1	20.8	33.5	5.7	125.9	90.2	11	1	0	2	84	12.6	18.5	228	968	75	81	148	0.15	0.1	233	18	0.5	139	3.9	101	10.4	7.2	5.6	3.2	1.3	59	32	188	1
amiodarone	8 day	Low	676	14	40	59.1	20.8	35.2	6.1	140.7	198.7	14	1	0	2	83	12.7	18.5	212	1411	63	75	127	0.16	0.11	213	18	0.4	141	3.8	103	10.4	7.6	5.4	3.1	1.3	66	37	192	1
amiodarone	8 day	Low	636	13.2	38.9	61.2	20.7	33.9	5.8	122.5	92.3	20	1	0	3	75	12.6	17.3	228	987	60	116	135	0.16	0.11	203	14	0.4	141	3.8	104	10.6	7.4	5.5	3.1	1.3	62	30	141	2
amiodarone	8 day	Low	626	13.5	40.3	64.3	21.5	33.5	6.7	122.4	100.9	18	1	0	5	75	12.1	16.1	225	970	86	96	160	0.15	0.1	213	14	0.4	141	4	104	11	7.8	5.6	3.4	1.5	61	35	318	1
amiodarone	8 day	Low	603	13.2	38.3	63.5	21.8	34.4	6	121.4	103.3	15	0	0	2	81	12.4	21.9	217	989	70	79	145	0.14	0.09	221	12	0.3	141	3.6	103	11	7.7	5.6	3.5	1.7	61	31	148	1
amiodarone	15 day	Low	671	14.1	40.6	60.5	21	34.7	4.9	119.3	68.2	19	1	0	2	77	13	21.5	205	976	76	123	147	0.14	0.1	224	16	0.4	138	3.7	99	10.2	7.4	5.6	3.1	1.2	52	34	127	1
amiodarone	15 day	Low	746	14.8	43.8	58.7	19.9	33.9	4.6	141.6	72.6	13	1	0	3	81	12.8	22.1	214	892	82	235	179	0.2	0.15	216	18	0.5	139	3.8	102	10.5	6.9	5.9	3.3	1.3	61	33	139	2
amiodarone	15 day	Low	681	14.1	40.8	59.9	20.7	34.5	4.8	110.2	82.1	16	1	0	3	79	12.6	19.3	212	757	82	191	164	0.16	0.1	230	15	0.4	140	3.2	102	10.4	7.2	5.8	3.4	1.4	51	32	160	1
amiodarone	15 day	Low	668	13.7	39.7	59.4	20.5	34.6	4.9	103.5	62.5	16	1	0	3	79	12.4	16.7	231	893	104	125	190	0.15	0.1	222	19	0.4	141	4.2	103	11	8.6	5.4	3.3	1.6	61	40	230	2
amiodarone	15 day	Low	716	14.3	41.1	57.5	20	34.8	3.9	109.6	137.2	14	1	0	3	82	13	19	222	789	62	67	128	0.13	0.09	211	19	0.5	140	5	104	10.4	8.8	5.6	3.3	1.4	93	51	325	1
amiodarone	29 day	Low	767	15.1	43	56.1	19.7	35.1	3	107.2	92.1	15	1	0	3	80	12.3	20.5	238	942	69	253	159	0.23	0.18	224	18	0.5	140	3.4	103	10.4	6.7	6.2	3.7	1.5	61	45	156	2
amiodarone	29 day	Low	739	15	42.5	57.5	20.3	35.2	3.4	120.9	89.7	15	1	0	3	80	11.9	20.1	205	806	75	120	157	0.14	0.09	227	19	0.5	141	3.9	102	11	7.1	6.3	3.6	1.3	59	34	205	1
amiodarone	29 day	Low	817	15.8	44.9	55	19.4	35.3	2.1	118.7	144.4	11	1	0	2	86	12.7	18.2	234	704	80	110	159	0.16	0.08	207	16	0.5	141	3.6	105	10.4	5.6	6.1	3.4	1.3	66	34	205	1
amiodarone	29 day	Low	795	15.7	45.2	56.9	19.7	34.7	2.6	100.3	135.3	19	2	0	4	72	12.5	20	217	637	69	230	172	0.2	0.13	201	18	0.5	140	4.2	102	10.4	6.3	6.1	3.4	1.3	81	49	213	1
amiodarone	29 day	Low	768	14.6	41.8	54.5	19.1	35	2.6	100.7	126.6	23	1	0	2	73	12.2	19.2	214	739	76	110	157	0.15	0.1	207	20	0.5	140	4	103	10.3	6	5.8	3.3	1.3	64	38	184	2
amiodarone	4 day	Middle	646	13.6	40	61.9	21	34	5.1	120.4	74.4	13	1	0	3	83	12.7	17.8	249	1501	68	133	154	0.17	0.11	210	19	0.4	140	3.8	103	10.7	7	5.8	3.4	1.4	65	41	158	1
amiodarone	4 day	Middle	677	14.3	40.9	60.4	21.1	34.9	4.4	141.7	78.8	15	2	0	2	79	13	19.5	219	1023	71	150	149	0.17	0.12	190	14	0.4	141	3.8	105	10.7	6.1	5.4	3.4	1.7	67	34	218	1
amiodarone	4 day	Middle	616	13.4	39.8	64.7	21.8	33.7	5.9	127.1	152.9	25	1	0	4	69	12.8	18.1	222	1077	71	88	139	0.14	0.09	192	17	0.3	142	3.8	103	10.7	7.8	5.5	3.4	1.6	84	41	241	1
amiodarone	4 day	Middle	617	13	38.2	61.9	21	34	6.5	127.3	80.8	12	1	0	2	83	12.5	18.9	217	718	85	72	152	0.13	0.08	203	14	0.3	141	3.5	104	10.5	7.4	5.5	3.2	1.4	62	33	174	1
amiodarone	4 day	Middle	633	13.2	38.9	61.4	20.8	34	5.6	118.8	109.5	14	1	0	2	82	12.9	16.8	222	1282	74	66	141	0.13	0.08	188	16	0.3	140	3.9	103	10.9	7.5	5.3	3.4	1.8	65	40	182	1
amiodarone	8 day	Middle	597	12.2	36.2	60.7	20.5	33.8	5	146.1	105.8	18	1	0	3	78	11.9	17.5	225	954	107	142	188	0.16	0.11	221	21	0.4	140	4.3	101	10.8	9.5	5.5	3.2	1.4	55	33	168	1
amiodarone	8 day	Middle	638	13.4	39.9	62.6	20.9	33.5	6.7	124.4	98.1	13	1	0	3	81	12	19.1	228	946	93	73	160	0.15	0.1	218	15	0.4	141	4.1	104	10.6	8.4	5.8	3.6	1.6	58	37	229	0
amiodarone	8 day	Middle	647	13.2	37.7	58.3	20.3	34.9	4.8	127.9	77.1	29	1	0	4	64	12.8	17.3	217	1109	95	91	174	0.14	0.09	202	16	0.3	141	3.3	104	10.4	7.3	5.5	3.1	1.3	73	40	158	0
amiodarone	8 day	Middle	594	12.9	37.2	62.7	21.7	34.7	5	137.5	112.3	10	1	0	3	85	12.8	16.3	195	1082	69	90	137	0.16	0.11	197	19	0.3	139	3.7	102	10.1	7.6	5.3	3.2	1.5	53	31	126	1
amiodarone	8 day	Middle	637	13.5	40.2	63.1	21.3	33.7	5.7	126.9	122.7	23	1	0	3	73	11.9	19.2	219	814	90	97	175	0.15	0.09	202	16	0.3	140	4.4	103	10.5	8.3	5.6	3.4	1.5	61	33	193	2
amiodarone	15 day	Middle	719	14.9	42.9	59.7	20.7	34.6	4	119.4	112.1	14	1	0	3	82	12.7	23.2	222	972	99	144	187	0.16	0.11	221	17	0.5	140	3.6	101	10.8	6.1	6.1	3.7	1.5	50	34	117	2
amiodarone	15 day	Middle	694	14.3	40.6	58.5	20.5	35.1	4.8	125.1	99.3	14	0	0	1	83	12.4	19.9	219	1157	95	93	179	0.14	0.09	214	17	0.5	140	3.4	102	10.7	7.1	6	3.5	1.4	62	41	163	2
amiodarone	15 day	Middle	697	14.7	42.1	60.4	21	34.8	4.2	111.9	103.7	18	0	0	2	79	13.2	20.4	200	1048	97	116	178	0.14	0.09	214	16	0.4	141	3.5	102	10.4	7.4	5.8	3.3	1.3	63	39	163	2
amiodarone	15 day	Middle	668	13.8	39.7	59.4	20.7	34.8	4.1	113.5	159.4	20	0	0	2	77	12.3	20.3	219	800	74	65	148	0.12	0.07	241	16	0.4	141	3.4	103	10.7	7.1	5.9	3.3	1.3	73	43	197	1
amiodarone	15 day	Middle	663	14.2	40	60.4	21.4	35.5	4.5	107.3	101	21	1	0	3	74	12.3	20.4	212	1004	87	92	166	0.12	0.07	233	17	0.4	140	3.8	102	10.3	8.5	5.9	3.4	1.4	75	50	233	2
amiodarone	29 day	Middle	769	14.6	42.2	54.8	19	34.6	2.9	113.3	142.5	17	1	0	3	79	12.7	24	225	585	82	135	167	0.16	0.11	204	18	0.5	141	3.7	103	10.6	7.5	6.4	3.2	1	58	33	187	1
amiodarone	29 day	Middle	737	14.7	41.2	55.8	19.9	35.6	3	109.5	117.3	15	1	0	2	81	11.8	19.6	228	696	93	181	187	0.16	0.1	184	18	0.5	141	3.5	103	10.5	6.5	5.7	3.2	1.3	50	31	101	1
amiodarone	29 day	Middle	809	15.4	44.6	55.1	19	34.4	2.7	103.6	115.8	20	1	0	4	73	12.2	20.4	225	1003	94	106	175	0.18	0.11	189	19	0.5	142	3.8	105	10.4	7.9	6.1	3.6	1.4	70	40	204	2
amiodarone	29 day	Middle	716	14.1	40.8	56.9	19.7	34.7	3	113.3	89.9	20	1	0	2	76	12.4	18.2	228	748	84	124	167	0.15	0.09	190	19	0.4	141	3.8	102	10.7	7.9	6	3.4	1.3	58	33	128	2
amiodarone	29 day	Middle	713	14.9	41.8	58.7	21	35.7	2.4	116.5	110.4	13	1	0	2	82	13.2	20.8	187	984	80	54	140	0.14	0.08	196	16	0.4	140	3.9	103	10	6.4	5.9	3.3	1.3	46	35	143	2
amiodarone	4 day	High	728	14.5	41.8	57.4	19.9	34.7	3.5	116	85.2	6	1	0	4	87	14.4	26.9	214	1858	137	33	178	0.13	0.07	195	15	0.3	139	3.5	102	10	7.4	5.7	3.6	1.7	57	33	167	0
amiodarone	4 day	High	683	14.5	41.9	61.3	21.3	34.7	2.9	125.2	58.6	6	1	0	4	87	20.3	32.3	202	1596	140	24	167	0.1	0.06	204	12	0.4	139	3.8	104	9.8	7.7	5.5	3.2	1.4	87	58	328	1
amiodarone	4 day	High	663	14	40.7	61.3	21.1	34.3	3.7	124.6	77.9	6	1	0	4	87	15.9	29.8	207	1789	141	22	186	0.11	0.05	182	14	0.4	140	3.7	104	9.9	6.8	5.7	3.4	1.5	71	43	188	1
amiodarone	4 day	High	675	14.5	42.3	62.7	21.4	34.2	3.9	122	51.3	17	1	0	2	79	15.7	27.8	231	1776	145	60	226	0.13	0.06	190	17	0.3	142	3.6	106	10.3	6.8	6.1	3.7	1.5	80	43	238	1
amiodarone	4 day	High	615	12.9	37.7	61.4	21	34.3	3.7	122.5	79.6	11	2	0	2	83	13.3	19.9	219	1097	112	27	151	0.12	0.07	195	13	0.3	141	3.5	106	10	7.7	5.3	3.3	1.7	62	41	190	1
amiodarone	8 day	High	653	14.1	40.1	61.4	21.7	35.3	1.6	126.6	177.6	11	0	0	2	86	13.6	24.8	189	1356	119	28	153	0.12	0.07	189	14	0.4	140	3.8	103	10	7.9	5.7	3.4	1.5	60	34	157	1
amiodarone	8 day	High	661	13.7	39.5	59.8	20.7	34.6	1.9	131.2	86	15	1	0	2	82	15.7	30.7	207	1510	137	32	176	0.11	0.06	181	14	0.3	139	4	103	9.9	7.4	5.7	3.2	1.3	54	27	259	1
amiodarone	8 day	High	702	15.3	43.3	61.7	21.8	35.4	1.4	132.9	74.2	10	1	0	3	85	17.2	38.1	205	1323	154	19	185	0.12	0.07	190	13	0.4	140	4	104	10.1	8	5.8	3.5	1.5	54	31	206	2
amiodarone	8 day	High	705	15	42.8	60.7	21.2	35	0.6	113.8	105	11	1	0	2	86	20.2	37.9	198	1128	157	19	195	0.12	0.07	181	13	0.4	138	3.8	102	9.9	7.6	5.9	3.4	1.4	56	29	149	1
amiodarone	8 day	High	730	15	43.8	60	20.6	34.3	1.3	130.7	152.4	19	1	0	4	75	20.8	37.2	212	1264	157	25	205	0.13	0.07	181	14	0.3	139	4.2	103	9.9	8.4	5.9	3.6	1.6	58	34	307	1
amiodarone	15 day	High	806	15.6	43.7	54.2	19.4	35.7	0.7	120.5	62.9	41	1	0	2	56	14.3	35.3	183	1405	154	30	187	0.12	0.06	225	17	0.5	138	3.5	100	9.5	6.9	5.8	3.4	1.4	48	38	112	2
amiodarone	15 day	High	816	16.3	45.3	55.5	20	36.1	0.7	93	50.8	27	0	0	2	71	16	27.1	167	1067	176	12	209	0.12	0.07	187	15	0.4	140	3.9	102	9.7	7.8	5.7	3.3	1.4	55	41	258	1
amiodarone	15 day	High	745	15.3	42.4	56.9	20.6	36.1	1.6	102	106.3	18	1	0	2	79	17.3	29	172	1934	143	16	162	0.13	0.07	226	14	0.5	140	3.2	102	9.8	7.8	5.7	3.5	1.6	67	57	164	2
amiodarone	15 day	High	817	16.4	45.9	56.2	20	35.6	0.4	96	87.6	32	1	0	1	66	14.1	20.6	154	1134	169	13	191	0.13	0.07	188	21	0.5	140	3.8	101	9.6	6.8	5.7	3.7	1.9	63	48	177	1
amiodarone	15 day	High	834	16.6	46.2	55.4	19.9	36	0.7	136.1	81.9	30	1	0	1	68	13.2	22.3	225	1749	175	23	203	0.12	0.05	178	16	0.4	139	3.4	100	9.4	6.9	5.7	3.3	1.4	66	40	172	2
amiodarone	29 day	High	848	16.7	45	53	19.6	37	1.4	126.5	59.3	26	1	0	2	71	17.1	29.6	179	1185	135	18	183	0.14	0.07	164	18	0.5	141	4.3	103	9.3	6.7	5.9	3.6	1.6	83	38	138	3
amiodarone	29 day	High	801	14.7	40.1	50.1	18.3	36.6	3.4	163.7	116.8	32	1	0	2	64	14.9	22.5	181	1908	127	28	166	0.18	0.09	159	15	0.4	139	3.7	99	9.5	6	5.9	3.5	1.5	65	43	145	0
amiodarone	29 day	High	823	15.4	43.7	53.1	18.7	35.2	1.3	144	78.6	20	1	0	2	75	19.4	33.6	222	1073	120	30	181	0.11	0.04	186	13	0.5	140	3.8	102	9.6	6.8	5.8	3.1	1.1	72	33	238	2
amiodarone	29 day	High	804	15.5	42.5	52.8	19.3	36.6	2.4	202.3	129.2	50	0	0	2	46	16.6	23.8	281	1094	128	30	178	0.12	0.06	167	16	0.4	139	3.9	101	9.2	6.9	5.7	3.1	1.2	108	45	215	0
azathioprine	4 day	Low	563	12.2	36.1	64	21.6	33.7	7.4	138.9	62.3	10	1	0	1	86	16.3	20.1	314	1410	71	50	131	0.02	0	195	18	0.2	144	4	106	11.9	6.5	5.7	3.3	1.4	70	43	162	1
azathioprine	4 day	Low	612	13.5	40.1	65.6	22	33.6	6.6	127.9	83.8	21	1	0	3	74	15.9	20.5	303	1758	76	119	158	0	0	188	17	0.1	143	4.5	107	11.1	6.2	5.6	3.1	1.3	76	46	189	1
azathioprine	4 day	Low	620	13.2	39.6	63.9	21.4	33.5	6	113.4	96.5	12	0	0	2	85	16.2	22.3	312	1777	79	85	158	0	0	195	17	0.2	144	4.1	107	11.2	7.1	5.7	3.3	1.3	68	42	220	1
azathioprine	4 day	Low	601	13.2	39.1	65	21.9	33.7	8	120.8	51.7	13	0	0	2	85	16.3	21.6	306	2032	77	84	141	0.01	0	178	18	0.1	143	4.8	106	11	6.1	5.6	3	1.2	73	45	214	1
azathioprine	4 day	Low	554	12.8	38	68.5	23.1	33.7	9.6	127	112.4	9	0	0	1	88	16.1	20.2	327	1353	66	87	126	0.01	0	188	18	0.1	143	4.4	107	11.2	7.8	5.2	3	1.4	79	49	179	1
azathioprine	8 day	Low	649	13.5	39	60.2	20.9	34.7	5.2	125.2	143	14	1	0	2	83	15.4	22.7	327	1504	88	120	174	0.01	0	197	18	0.1	144	3.9	108	10.7	6.5	5.7	2.9	1	74	44	250	1
azathioprine	8 day	Low	658	14.3	40.1	60.9	21.8	35.8	5.8	106.3	140.8	15	1	0	2	81	16.2	19.1	301	1552	88	126	167	0	0	179	19	0.1	143	4.4	109	10.3	6	5.5	3.1	1.3	65	41	177	1
azathioprine	8 day	Low	656	13.8	40.4	61.5	21.1	34.3	5.3	103.6	100.3	17	1	0	2	78	15.8	21.2	317	2127	71	109	138	0.01	0	204	21	0.1	142	4.2	106	10.4	7.1	5.8	3.2	1.3	67	44	226	2
azathioprine	8 day	Low	665	14	40	60.1	21.1	35.1	5.5	103.2	123.5	21	1	0	3	75	15.6	21.3	317	1839	75	109	151	0.01	0	218	19	0.1	142	4.1	107	10.6	7.6	5.9	3.3	1.3	79	50	225	1
azathioprine	8 day	Low	651	14.2	41.4	63.6	21.9	34.4	5.7	139	98.5	18	1	0	2	78	15.9	22.7	301	1789	52	123	126	0	0	207	22	0.1	145	4	108	10.5	7.6	5.7	3.1	1.2	71	42	282	1
azathioprine	15 day	Low	674	14	39.7	58.8	20.7	35.2	3.9	112.4	69.7	22	0	0	2	75	16.2	20.7	338	1831	73	97	128	0	0	181	17	0.2	144	4.5	109	10.6	6.4	5.9	2.9	0.9	64	37	137	1
azathioprine	15 day	Low	702	14.9	42.2	60.1	21.2	35.3	4.1	113	67.4	16	1	0	2	80	16.5	21.3	356	1938	71	155	150	0.01	0	191	18	0.2	143	4.1	108	10.8	5.2	6	3.3	1.2	62	38	133	1
azathioprine	15 day	Low	678	14.8	41.1	60.7	21.8	35.9	3.2	115.9	118	16	1	0	1	80	16.6	22.4	298	1178	84	148	162	0	0	179	20	0.2	143	3.9	108	10.9	7	5.9	3.1	1.1	62	35	157	1
azathioprine	15 day	Low	693	15	41.4	59.8	21.7	36.2	3.3	101	66.6	17	1	0	2	79	16.3	22.9	356	1371	77	91	142	0.01	0	195	17	0.2	145	4	107	10.7	5.4	5.9	3.2	1.2	66	36	171	1
azathioprine	15 day	Low	677	14.5	40.5	59.9	21.5	35.9	3.6	123.9	88.6	24	1	0	2	73	16.1	25.1	278	1042	66	90	134	0.01	0	181	15	0.2	144	4.3	108	10.5	6.3	5.6	2.9	1	53	27	127	1
azathioprine	29 day	Low	759	14.4	41.4	54.5	18.9	34.7	3	120	110.1	10	1	0	1	88	16.5	23.7	314	1095	74	197	155	0	0	176	21	0.2	141	4.4	107	10.6	4.4	5.9	3.2	1.2	73	41	241	2
azathioprine	29 day	Low	717	14.3	41.7	58.2	20	34.4	2.8	96.2	96.5	18	1	0	2	79	16.6	24.3	309	931	83	146	177	0	0	188	22	0.2	142	4	108	10.8	6.6	6.3	3.2	1	78	53	229	1
azathioprine	29 day	Low	748	14.9	43.8	58.5	19.9	33.9	2.6	101	146	6	1	0	2	89	16.4	26.2	290	1160	82	69	157	0.02	0.01	195	18	0.2	142	3.6	108	10.5	5	6	3.2	1.2	71	59	114	1
azathioprine	29 day	Low	781	14.9	43.2	55.3	19.1	34.5	2.4	126	84.8	10	1	0	2	86	16.5	24.3	312	1443	86	89	161	0.01	0	183	20	0.2	142	3.6	108	10.7	5.1	6.3	3.3	1.1	72	39	160	1
azathioprine	29 day	Low	744	14.3	41.3	55.5	19.3	34.7	2.9	141.5	146.5	16	1	0	1	81	16.3	24.3	286	1020	70	52	134	0.02	0	183	15	0.2	142	3.9	108	10.3	6.9	5.8	3.1	1.1	62	39	161	1
azathioprine	4 day	Middle	625	13.4	39.1	62.6	21.4	34.2	5.7	128.9	50.5	17	1	0	2	79	15.4	20.5	307	1744	80	117	157	0.02	0	188	16	0.1	143	4.2	107	11	7.5	5.6	3.1	1.2	70	41	183	1
azathioprine	4 day	Middle	572	12.6	36.9	64.5	22.1	34.3	3.1	118.5	56	8	1	0	1	89	15.9	19.9	303	1548	84	61	157	0.01	0	181	17	0.1	142	4.3	106	11	6.2	5.5	2.9	1.1	71	36	189	1
azathioprine	4 day	Middle	598	12.7	37.8	63.2	21.2	33.5	6.7	117.6	133.6	11	1	0	2	84	15.7	19.1	348	1571	76	76	144	0.01	0	190	18	0.1	143	4.6	105	11.6	7.3	5.7	3.2	1.3	70	36	198	1
azathioprine	4 day	Middle	669	14	41.2	61.5	20.9	33.9	4.1	121.5	64	10	1	0	2	86	16	22.6	352	1858	76	77	142	0.01	0	183	15	0.1	143	4.3	106	11	7.1	5.9	3.4	1.4	76	52	238	1
azathioprine	4 day	Middle	664	14.1	41.7	62.8	21.2	33.7	6.4	142.3	57.7	16	0	0	3	80	15.5	19.9	314	1799	71	95	141	0.02	0	182	15	0.1	144	3.5	107	11.5	8	5.7	3.1	1.2	78	42	176	1
azathioprine	8 day	Middle	614	13.6	38.7	63.1	22.1	35.1	6.6	140.6	99.5	16	1	0	2	79	15.3	24.3	335	1447	97	122	170	0	0	195	18	0.2	143	4.1	106	10.7	6.9	5.9	3.1	1.1	77	39	192	1
azathioprine	8 day	Middle	639	13.9	39.5	61.8	21.7	35.1	5.1	141.8	56	9	1	0	2	86	16	23.6	294	1404	72	93	139	0	0	181	18	0.1	143	4.3	107	10.5	6.6	6.1	3.2	1.1	68	43	219	1
azathioprine	8 day	Middle	605	12.5	37.3	61.6	20.8	33.7	6.4	145.3	71.5	8	1	0	2	89	15.7	20.1	306	1469	74	84	153	0	0	186	19	0.1	142	4.3	105	10.4	6.7	5.7	3	1.1	66	33	243	1
azathioprine	8 day	Middle	636	13.8	38.4	60.5	21.7	35.9	6.3	166.6	68.1	13	1	0	3	82	15.1	21	342	1411	108	130	197	0	0	198	19	0.1	143	4.4	105	11.1	6.7	6.2	3.3	1.2	63	36	400	1
azathioprine	8 day	Middle	681	14.6	41	60.3	21.4	35.5	6.7	124	113.5	16	1	0	3	79	14.8	22.9	352	1490	96	94	173	0	0	206	17	0.1	143	3.8	106	11	6.9	5.9	3.1	1.2	75	38	272	1
azathioprine	15 day	Middle	698	14.7	40.9	58.6	21.1	36	3.7	106.8	76.7	15	1	0	1	82	15.7	20.9	350	1264	97	104	180	0.01	0	204	19	0.2	144	4.4	106	11	6.1	6.2	3.3	1.2	78	39	225	1
